<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.01.03	11:30:00	36456.4	36463.4	36449.9	36456.9	549	0	36
2022.01.03	11:45:00	36456.4	36490.4	36449.9	36486.4	489	0	36
2022.01.03	12:00:00	36486.9	36493.9	36473.9	36492.9	433	0	36
2022.01.03	12:15:00	36492.9	36522.4	36492.4	36521.9	448	0	36
2022.01.03	12:30:00	36522.4	36524.4	36513.9	36517.9	395	0	36
2022.01.03	12:45:00	36518.4	36526.9	36515.9	36524.9	295	0	36
2022.01.03	13:00:00	36525.4	36545.9	36524.9	36531.9	543	0	36
2022.01.03	13:15:00	36532.4	36539.4	36520.9	36526.4	312	0	36
2022.01.03	13:30:00	36526.9	36534.9	36522.9	36533.4	359	0	36
2022.01.03	13:45:00	36533.4	36540.9	36527.9	36539.9	328	0	36
2022.01.03	14:00:00	36540.4	36540.4	36520.4	36523.9	417	0	36
2022.01.03	14:15:00	36523.4	36532.9	36515.4	36519.9	335	0	36
2022.01.03	14:30:00	36519.9	36519.9	36503.9	36506.9	351	0	36
2022.01.03	14:45:00	36506.9	36514.9	36489.4	36495.4	486	0	36
2022.01.03	15:00:00	36494.9	36499.4	36476.9	36478.9	587	0	36
2022.01.03	15:15:00	36479.4	36496.9	36469.4	36494.4	618	0	36
2022.01.03	15:30:00	36495.4	36500.4	36478.4	36478.4	655	0	36
2022.01.03	15:45:00	36479.4	36491.4	36443.9	36447.4	688	0	36
2022.01.03	16:00:00	36445.4	36459.9	36422.9	36458.9	997	0	36
2022.01.03	16:15:00	36458.4	36467.9	36428.4	36435.9	813	0	36
2022.01.03	16:30:00	36436.4	36494.5	36385.0	36463.5	3268	0	24
2022.01.03	16:45:00	36466.5	36472.5	36233.0	36345.5	3936	0	24
2022.01.03	17:00:00	36353.5	36414.0	36284.5	36406.5	4011	0	24
2022.01.03	17:15:00	36406.0	36454.0	36386.5	36454.0	3474	0	24
